0,-559238,-460653,194601,-187842
1,-526614,-444349,206307,-187724
2,-538422,-444789,236791,-164760
3,-564612,-457471,225305,-158864
4,-556842,-461927,201289,-186316
5,-523708,-441775,213577,-193708
6,-535788,-443535,242183,-152086
7,-561910,-457023,225319,-148770
8,-553412,-459163,200135,-179754
9,-525152,-444483,206131,-190008
10,-535806,-443335,236933,-166344
11,-563536,-456595,225935,-153132
12,-555710,-459761,198337,-191614
13,-526202,-440409,208081,-196194
14,-537888,-444363,236203,-163064
15,-567214,-459917,221471,-154024
16,-560314,-463403,192493,-195440
17,-526978,-443747,208415,-194056
18,-540894,-445731,234215,-162886
19,-572150,-463399,218337,-155052
20,-559600,-461947,198359,-189440
21,-529598,-446515,206979,-196650
22,-539408,-445867,234835,-168614
23,-565346,-454163,221947,-160110
24,-555562,-458873,194929,-188700
25,-523514,-444153,205553,-194628
26,-537610,-444983,234783,-159310
27,-568066,-464087,215261,-160806
28,-548476,-455501,202477,-186556
29,-523044,-443837,210985,-188442
30,-537668,-446975,237811,-154508
31,-569702,-459945,217281,-162128
32,-555084,-461069,193983,-193106
33,-524460,-440911,210315,-194498
34,-537510,-442385,235147,-155690
35,-564092,-456545,220687,-155850
36,-555706,-461159,192091,-198382
37,-524872,-444927,208659,-194274
38,-534064,-440341,241887,-159648
39,-567706,-462567,214805,-160586
40,-553376,-460551,195951,-190486
41,-525656,-443009,207221,-199292
42,-539204,-442771,234745,-158388
43,-563076,-456765,220803,-159132
44,-551614,-458247,199005,-189168
45,-522208,-437913,212443,-191822
46,-537608,-444517,238903,-163168
47,-568662,-462451,222699,-157702
48,-555372,-461501,199277,-181188
49,-521748,-439633,215357,-181160
50,-531782,-438247,251273,-151336
51,-564276,-457219,225889,-156882
52,-553834,-456641,198633,-182342
53,-525170,-441863,205063,-196434
54,-538100,-443965,236851,-157608
55,-567202,-460955,216649,-164274
56,-548364,-455185,195369,-192688
57,-524102,-441215,209773,-188592
58,-537342,-442697,242735,-157386
59,-566024,-456281,224827,-151244
60,-548254,-454665,201701,-185314
61,-522230,-439161,213777,-180740
62,-535652,-440445,239987,-157156
63,-562714,-457116,224856,-3
64,-562714,-457116,224856,-623
65,-562714,-457116,224856,-159405
66,-548010,-454860,201032,-186435
67,-518300,-435810,215196,-183291
68,-529620,-436468,245422,-156469
69,-559466,-453152,223322,-162065
70,-550218,-453766,199788,-195049
71,-525096,-442670,208104,-197521
72,-539990,-442934,237692,-158171
73,-570710,-465026,210822,-166549
74,-556012,-460846,190656,-195307
75,-527274,-443780,202798,-196003
76,-540586,-445076,232652,-162613
77,-571114,-463626,213110,-170631
78,-557682,-464170,188216,-196433
79,-527310,-442726,206438,-189085
80,-536618,-440862,240302,-158689
